Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"QCL","Crops and livestock products","356","India","5412","Yield","0112","Maize (corn)","1981","1981","kg/ha","1162.2","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","0112","Maize (corn)","1982","1982","kg/ha","1144.8","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","0112","Maize (corn)","1983","1983","kg/ha","1352.1","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","0112","Maize (corn)","1984","1984","kg/ha","1455.6","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","0112","Maize (corn)","1985","1985","kg/ha","1146","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","0112","Maize (corn)","1986","1986","kg/ha","1281.9","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","0112","Maize (corn)","1987","1987","kg/ha","1028.8","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","0112","Maize (corn)","1988","1988","kg/ha","1395.5","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","0112","Maize (corn)","1989","1989","kg/ha","1631.6","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","0112","Maize (corn)","1990","1990","kg/ha","1517.8","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","0112","Maize (corn)","1991","1991","kg/ha","1376.3","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","0112","Maize (corn)","1992","1992","kg/ha","1622.7","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","0112","Maize (corn)","1993","1993","kg/ha","1586.6","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","0112","Maize (corn)","1994","1994","kg/ha","1471.6","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","0112","Maize (corn)","1995","1995","kg/ha","1550.3","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","0112","Maize (corn)","1996","1996","kg/ha","1678","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","0112","Maize (corn)","1997","1997","kg/ha","1747.7","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","0112","Maize (corn)","1998","1998","kg/ha","1776.7","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","0112","Maize (corn)","1999","1999","kg/ha","1784.8","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","0112","Maize (corn)","2000","2000","kg/ha","1799.2","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","0112","Maize (corn)","2001","2001","kg/ha","1993.3","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","0112","Maize (corn)","2002","2002","kg/ha","1688.5","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","0112","Maize (corn)","2003","2003","kg/ha","2015.9","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","0112","Maize (corn)","2004","2004","kg/ha","1868.2","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","0112","Maize (corn)","2005","2005","kg/ha","1955.7","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","0112","Maize (corn)","2006","2006","kg/ha","1811.1","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","0112","Maize (corn)","2007","2007","kg/ha","2315.8","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","0112","Maize (corn)","2008","2008","kg/ha","2276.5","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","0112","Maize (corn)","2009","2009","kg/ha","2146.1","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","0112","Maize (corn)","2010","2010","kg/ha","2483.8","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","0112","Maize (corn)","2011","2011","kg/ha","2493.5","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","0112","Maize (corn)","2012","2012","kg/ha","2493","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","0112","Maize (corn)","2013","2013","kg/ha","2645.9","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","0112","Maize (corn)","2014","2014","kg/ha","2588.8","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","0112","Maize (corn)","2015","2015","kg/ha","2637.2","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","0112","Maize (corn)","2016","2016","kg/ha","2686.3","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","0112","Maize (corn)","2017","2017","kg/ha","2937.5","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","0112","Maize (corn)","2018","2018","kg/ha","3023.4","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","0112","Maize (corn)","2019","2019","kg/ha","2998.1","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","0112","Maize (corn)","2020","2020","kg/ha","3161.4","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","0112","Maize (corn)","2021","2021","kg/ha","3303.3","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","0112","Maize (corn)","2022","2022","kg/ha","3395.4","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","0112","Maize (corn)","2023","2023","kg/ha","3326.5","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","0112","Maize (corn)","2024","2024","kg/ha","3544.8","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","0118","Millet","1961","1961","kg/ha","414.1","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","0118","Millet","1962","1962","kg/ha","431.2","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","0118","Millet","1963","1963","kg/ha","435.3","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","0118","Millet","1964","1964","kg/ha","450.1","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","0118","Millet","1965","1965","kg/ha","345.1","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","0118","Millet","1966","1966","kg/ha","396.4","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","0118","Millet","1967","1967","kg/ha","449.8","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","0118","Millet","1968","1968","kg/ha","381","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","0118","Millet","1969","1969","kg/ha","458.6","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","0118","Millet","1970","1970","kg/ha","603.5","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","0118","Millet","1971","1971","kg/ha","492.5","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","0118","Millet","1972","1972","kg/ha","402.2","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","0118","Millet","1973","1973","kg/ha","554","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","0118","Millet","1974","1974","kg/ha","385.4","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","0118","Millet","1975","1975","kg/ha","554","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","0118","Millet","1976","1976","kg/ha","538.3","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","0118","Millet","1977","1977","kg/ha","528.8","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","0118","Millet","1978","1978","kg/ha","576.4","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","0118","Millet","1979","1979","kg/ha","470.7","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","0118","Millet","1980","1980","kg/ha","514.2","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","0118","Millet","1981","1981","kg/ha","557.5","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","0118","Millet","1982","1982","kg/ha","509.3","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","0118","Millet","1983","1983","kg/ha","678.5","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","0118","Millet","1984","1984","kg/ha","602.4","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","0118","Millet","1985","1985","kg/ha","456.5","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","0118","Millet","1986","1986","kg/ha","503.6","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","0118","Millet","1987","1987","kg/ha","495.7","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","0118","Millet","1988","1988","kg/ha","663.7","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","0118","Millet","1989","1989","kg/ha","672.4","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","0118","Millet","1990","1990","kg/ha","690.5","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","0118","Millet","1991","1991","kg/ha","570.6","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","0118","Millet","1992","1992","kg/ha","846.6","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","0118","Millet","1993","1993","kg/ha","620.6","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","0118","Millet","1994","1994","kg/ha","747.5","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","0118","Millet","1995","1995","kg/ha","679","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","0118","Millet","1996","1996","kg/ha","803.9","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","0118","Millet","1997","1997","kg/ha","787.3","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","0118","Millet","1998","1998","kg/ha","812","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","0118","Millet","1999","1999","kg/ha","732.2","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","0118","Millet","2000","2000","kg/ha","781.5","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","0118","Millet","2001","2001","kg/ha","900.6","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","0118","Millet","2002","2002","kg/ha","631.1","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","0118","Millet","2003","2003","kg/ha","1081.4","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","0118","Millet","2004","2004","kg/ha","913.6","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","0118","Millet","2005","2005","kg/ha","857.5","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","0118","Millet","2006","2006","kg/ha","888.2","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","0118","Millet","2007","2007","kg/ha","1044.9","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","0118","Millet","2008","2008","kg/ha","1031.2","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","0118","Millet","2009","2009","kg/ha","800.9","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","0118","Millet","2010","2010","kg/ha","1105.5","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","0118","Millet","2011","2011","kg/ha","1171.4","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","0118","Millet","2012","2012","kg/ha","1205","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","0118","Millet","2013","2013","kg/ha","1204","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","0118","Millet","2014","2014","kg/ha","1275.9","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","0118","Millet","2015","2015","kg/ha","1152.8","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","0118","Millet","2016","2016","kg/ha","1270.9","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","0118","Millet","2017","2017","kg/ha","1261.6","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","0118","Millet","2018","2018","kg/ha","1211.4","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","0118","Millet","2019","2019","kg/ha","1386.8","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","0118","Millet","2020","2020","kg/ha","1427.1","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","0118","Millet","2021","2021","kg/ha","1396","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","0118","Millet","2022","2022","kg/ha","1417.7","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","0118","Millet","2023","2023","kg/ha","1419.7","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","0118","Millet","2024","2024","kg/ha","1431.4","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01709.90","Other pulses n.e.c.","1961","1961","kg/ha","403.7","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01709.90","Other pulses n.e.c.","1962","1962","kg/ha","414.6","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01709.90","Other pulses n.e.c.","1963","1963","kg/ha","401.9","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01709.90","Other pulses n.e.c.","1964","1964","kg/ha","450.2","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01709.90","Other pulses n.e.c.","1965","1965","kg/ha","444","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01709.90","Other pulses n.e.c.","1966","1966","kg/ha","382.8","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01709.90","Other pulses n.e.c.","1967","1967","kg/ha","395.3","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01709.90","Other pulses n.e.c.","1968","1968","kg/ha","437.6","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01709.90","Other pulses n.e.c.","1969","1969","kg/ha","444.6","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01709.90","Other pulses n.e.c.","1970","1970","kg/ha","474.4","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01709.90","Other pulses n.e.c.","1971","1971","kg/ha","457.3","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01709.90","Other pulses n.e.c.","1972","1972","kg/ha","452.6","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01709.90","Other pulses n.e.c.","1973","1973","kg/ha","359.7","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01709.90","Other pulses n.e.c.","1974","1974","kg/ha","388.4","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01709.90","Other pulses n.e.c.","1975","1975","kg/ha","432.4","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01709.90","Other pulses n.e.c.","1976","1976","kg/ha","440","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01709.90","Other pulses n.e.c.","1977","1977","kg/ha","337.8","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01709.90","Other pulses n.e.c.","1978","1978","kg/ha","368.1","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01709.90","Other pulses n.e.c.","1979","1979","kg/ha","360.8","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01709.90","Other pulses n.e.c.","1980","1980","kg/ha","293","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01709.90","Other pulses n.e.c.","1981","1981","kg/ha","351.2","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01709.90","Other pulses n.e.c.","1982","1982","kg/ha","321.3","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01709.90","Other pulses n.e.c.","1983","1983","kg/ha","370.1","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01709.90","Other pulses n.e.c.","1984","1984","kg/ha","438.4","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01709.90","Other pulses n.e.c.","1985","1985","kg/ha","376.6","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01709.90","Other pulses n.e.c.","1986","1986","kg/ha","407.4","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01709.90","Other pulses n.e.c.","1987","1987","kg/ha","410.7","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01709.90","Other pulses n.e.c.","1988","1988","kg/ha","390.9","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01709.90","Other pulses n.e.c.","1989","1989","kg/ha","424.7","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01709.90","Other pulses n.e.c.","1990","1990","kg/ha","331.2","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","0113","Rice","1961","1961","kg/ha","1541.9","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","0113","Rice","1962","1962","kg/ha","1395.9","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","0113","Rice","1963","1963","kg/ha","1549.8","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","0113","Rice","1964","1964","kg/ha","1617.1","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","0113","Rice","1965","1965","kg/ha","1293.6","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","0113","Rice","1966","1966","kg/ha","1295.2","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","0113","Rice","1967","1967","kg/ha","1548.4","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","0113","Rice","1968","1968","kg/ha","1613.4","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","0113","Rice","1969","1969","kg/ha","1609.4","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","0113","Rice","1970","1970","kg/ha","1684.9","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","0113","Rice","1971","1971","kg/ha","1711","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","0113","Rice","1972","1972","kg/ha","1604.6","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","0113","Rice","1973","1973","kg/ha","1725.9","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","0113","Rice","1974","1974","kg/ha","1574.4","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","0113","Rice","1975","1975","kg/ha","1858.2","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","0113","Rice","1976","1976","kg/ha","1637.2","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","0113","Rice","1977","1977","kg/ha","1961.3","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","0113","Rice","1978","1978","kg/ha","1991.2","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","0113","Rice","1979","1979","kg/ha","1610.5","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","0113","Rice","1980","1980","kg/ha","2000.2","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","0113","Rice","1981","1981","kg/ha","1962.3","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","0113","Rice","1982","1982","kg/ha","1849.7","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","0113","Rice","1983","1983","kg/ha","2183.3","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","0113","Rice","1984","1984","kg/ha","2127.2","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","0113","Rice","1985","1985","kg/ha","2329.2","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","0113","Rice","1986","1986","kg/ha","2205.2","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","0113","Rice","1987","1987","kg/ha","2199.1","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","0113","Rice","1988","1988","kg/ha","2548.6","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","0113","Rice","1989","1989","kg/ha","2616","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","0113","Rice","1990","1990","kg/ha","2612.5","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","0113","Rice","1991","1991","kg/ha","2619","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","0113","Rice","1992","1992","kg/ha","2629.7","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","0113","Rice","1993","1993","kg/ha","2797.2","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","0113","Rice","1994","1994","kg/ha","2877.3","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","0113","Rice","1995","1995","kg/ha","2700.9","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","0113","Rice","1996","1996","kg/ha","2523.6","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","0113","Rice","1997","1997","kg/ha","2827.6","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","0113","Rice","1998","1998","kg/ha","2815.5","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","0113","Rice","1999","1999","kg/ha","3008.1","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","0113","Rice","2000","2000","kg/ha","2838","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","0113","Rice","2001","2001","kg/ha","3116.4","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","0113","Rice","2002","2002","kg/ha","2690.1","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","0113","Rice","2003","2003","kg/ha","3092.6","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","0113","Rice","2004","2004","kg/ha","2952.7","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","0113","Rice","2005","2005","kg/ha","3119.6","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","0113","Rice","2006","2006","kg/ha","3199.5","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","0113","Rice","2007","2007","kg/ha","3292.5","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","0113","Rice","2008","2008","kg/ha","3279.7","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","0113","Rice","2009","2009","kg/ha","3194.1","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","0113","Rice","2010","2010","kg/ha","3323","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","0113","Rice","2011","2011","kg/ha","3606","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","0113","Rice","2012","2012","kg/ha","3677.4","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","0113","Rice","2013","2013","kg/ha","3616.5","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","0113","Rice","2014","2014","kg/ha","3590","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","0113","Rice","2015","2015","kg/ha","3601.8","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","0113","Rice","2016","2016","kg/ha","3752.6","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","0113","Rice","2017","2017","kg/ha","3811.7","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","0113","Rice","2018","2018","kg/ha","3976.1","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","0113","Rice","2019","2019","kg/ha","4052.1","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","0113","Rice","2020","2020","kg/ha","4059.4","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","0113","Rice","2021","2021","kg/ha","4203.3","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","0113","Rice","2022","2022","kg/ha","4238.8","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","0113","Rice","2023","2023","kg/ha","4313.5","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","0113","Rice","2024","2024","kg/ha","4313.2","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","0111","Wheat","1961","1961","kg/ha","850.7","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","0111","Wheat","1962","1962","kg/ha","889.6","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","0111","Wheat","1963","1963","kg/ha","792.9","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","0111","Wheat","1964","1964","kg/ha","729.9","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","0111","Wheat","1965","1965","kg/ha","913.2","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","0111","Wheat","1966","1966","kg/ha","826.8","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","0111","Wheat","1967","1967","kg/ha","887.4","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","0111","Wheat","1968","1968","kg/ha","1102.8","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","0111","Wheat","1969","1969","kg/ha","1168.8","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","0111","Wheat","1970","1970","kg/ha","1208.6","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","0111","Wheat","1971","1971","kg/ha","1306.6","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","0111","Wheat","1972","1972","kg/ha","1379.9","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","0111","Wheat","1973","1973","kg/ha","1270.8","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","0111","Wheat","1974","1974","kg/ha","1171.9","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","0111","Wheat","1975","1975","kg/ha","1338.4","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","0111","Wheat","1976","1976","kg/ha","1410.3","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","0111","Wheat","1977","1977","kg/ha","1386.6","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","0111","Wheat","1978","1978","kg/ha","1479.8","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","0111","Wheat","1979","1979","kg/ha","1568.3","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","0111","Wheat","1980","1980","kg/ha","1435.6","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","0111","Wheat","1981","1981","kg/ha","1629.9","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","0111","Wheat","1982","1982","kg/ha","1691.3","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","0111","Wheat","1983","1983","kg/ha","1815.8","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","0111","Wheat","1984","1984","kg/ha","1843.2","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","0111","Wheat","1985","1985","kg/ha","1870.1","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","0111","Wheat","1986","1986","kg/ha","2046","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","0111","Wheat","1987","1987","kg/ha","1916.2","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","0111","Wheat","1988","1988","kg/ha","2001.9","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","0111","Wheat","1989","1989","kg/ha","2244.4","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","0111","Wheat","1990","1990","kg/ha","2121.1","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","0111","Wheat","1991","1991","kg/ha","2281.4","A","Official figure",""
